Sample,X,Y,Z
710,-0.043,0.129,0.984
711,-0.129,0.023,0.930
712,0.199,0.090,0.973
713,0.172,0.082,0.895
714,0.031,0.000,0.922
715,0.156,-0.074,1.004
716,0.043,0.074,1.043
717,-0.051,0.051,1.031
718,0.121,-0.246,0.895
719,0.184,-0.281,0.984
720,0.051,0.039,1.215
721,0.199,0.184,1.164
722,0.109,-0.152,0.941
723,0.430,-0.312,0.754
724,0.242,-0.152,0.938
725,-0.012,0.012,1.137
726,-0.176,0.008,1.098
727,-0.094,-0.102,1.027
728,-0.160,-0.055,0.957
729,-0.113,-0.004,0.918
730,-0.238,-0.129,0.859
731,-0.137,-0.039,1.012
732,-0.184,0.125,1.133
733,-0.047,0.062,0.941
734,0.027,-0.012,0.777
735,0.086,0.113,0.855
736,-0.172,0.090,0.961
737,-0.332,0.070,1.184
738,-0.172,0.168,1.160
739,-0.379,0.094,1.078
740,-0.012,0.188,1.000
741,-0.066,0.031,0.949
742,0.016,-0.160,0.953
743,0.051,-0.102,0.984
744,0.125,0.133,1.117
745,0.238,0.102,0.980
746,0.230,-0.234,0.766
747,0.223,-0.371,0.840
748,0.148,-0.133,1.023
749,0.020,0.129,1.188
750,0.008,0.109,1.105
751,0.043,-0.203,0.953
752,0.203,-0.250,1.004
753,0.082,0.105,1.102
754,0.043,0.090,1.004
755,0.285,-0.254,0.852
756,0.289,-0.199,0.871
757,0.121,0.129,1.031
758,-0.133,0.055,0.953
759,0.016,-0.074,0.941
760,-0.246,-0.117,1.008
761,-0.043,0.125,1.145
762,-0.453,0.234,1.160
763,0.035,0.152,0.965
764,-0.195,-0.090,0.863
765,0.121,-0.020,0.918
766,-0.223,0.035,0.965
767,-0.156,0.031,0.984
768,-0.277,-0.020,1.055
769,-0.086,0.113,1.105
770,-0.363,0.145,1.043
771,-0.152,-0.262,0.820
772,0.047,-0.332,0.859
773,-0.039,0.211,1.141
774,-0.105,0.309,1.180
775,0.105,-0.191,0.930
776,0.219,-0.328,0.832
777,0.250,-0.055,1.086
778,0.035,0.102,1.102
779,0.039,-0.035,0.977
780,0.164,-0.195,0.984
781,-0.188,-0.254,0.992
782,0.172,0.066,1.051
783,-0.098,0.133,1.016
784,0.234,-0.023,0.887
785,0.219,-0.062,1.004
786,0.016,0.195,1.031
787,0.180,0.164,0.938
788,0.234,-0.066,0.844
789,0.113,-0.109,0.961
790,-0.082,0.027,1.082
791,-0.312,0.027,1.074
792,-0.125,-0.242,0.926
793,0.035,-0.156,1.020
794,-0.285,0.059,1.102
795,-0.109,-0.043,1.074
796,-0.199,-0.168,1.000
797,0.035,-0.055,1.000
798,0.055,-0.047,0.867
799,0.094,-0.031,0.828
800,-0.031,-0.074,0.965
801,-0.145,-0.055,1.047
802,-0.230,0.223,1.195
803,-0.152,0.277,1.012
804,0.020,0.055,0.879
805,0.129,0.047,0.922
806,-0.090,0.207,1.137
807,-0.086,0.191,1.062
808,0.297,0.145,1.000
809,0.117,-0.004,0.922
810,0.281,-0.121,0.844
811,-0.086,-0.219,0.938
812,0.008,-0.137,1.113
813,-0.168,-0.109,1.098
