Sample,X,Y,Z
851,-0.184,0.059,1.203
852,0.211,0.051,1.000
853,0.316,-0.074,0.801
854,0.336,-0.184,0.801
855,0.215,-0.148,0.977
856,-0.027,0.062,1.066
857,0.105,0.141,1.090
858,-0.219,0.039,0.957
859,-0.113,-0.059,0.996
860,-0.371,-0.047,1.172
861,-0.324,-0.062,1.109
862,0.082,-0.027,1.039
863,0.082,0.133,1.027
864,0.316,-0.023,0.863
865,0.402,-0.148,0.773
866,0.246,-0.066,0.840
867,0.250,0.117,1.008
868,-0.113,0.113,1.059
869,-0.219,0.004,1.020
870,-0.418,-0.039,1.184
871,-0.441,-0.133,1.117
872,-0.086,-0.055,1.066
873,0.008,0.254,0.988
874,0.129,0.090,0.863
875,0.289,-0.188,0.840
876,-0.148,-0.062,0.988
877,0.250,0.031,1.039
878,-0.016,0.125,0.980
879,-0.086,0.125,0.840
880,0.070,-0.191,0.891
881,-0.523,-0.398,1.066
882,-0.090,0.039,1.250
883,-0.051,0.172,1.141
884,0.176,0.047,0.812
885,0.535,-0.184,0.777
886,0.109,-0.336,0.859
887,-0.180,0.035,1.129
888,0.238,0.258,1.258
889,-0.117,0.059,0.965
890,0.016,0.109,0.875
891,-0.219,-0.168,0.969
892,-0.605,-0.234,1.168
893,0.152,0.059,1.238
894,-0.094,0.242,1.070
895,0.211,0.207,0.809
896,0.629,-0.332,0.641
897,0.180,-0.508,0.723
898,-0.070,0.199,1.219
899,0.082,0.355,1.219
900,-0.152,-0.137,0.895
901,-0.020,-0.113,0.895
902,-0.527,-0.012,1.070
903,-0.426,0.012,1.133
904,0.023,-0.031,1.055
905,-0.016,0.047,0.980
906,0.227,0.203,1.004
907,0.055,-0.070,0.926
908,0.207,-0.293,0.867
909,0.254,-0.039,0.945
910,-0.117,0.180,1.125
911,-0.027,0.070,0.977
912,-0.137,-0.133,0.887
913,-0.328,-0.039,1.098
914,-0.309,0.020,1.148
915,-0.023,-0.156,1.016
916,0.113,0.090,1.012
917,0.043,0.215,0.969
918,0.352,-0.172,0.750
919,0.230,-0.230,0.781
920,0.027,0.160,1.121
921,-0.203,0.109,1.152
922,-0.422,-0.152,1.000
923,-0.305,-0.031,1.117
924,-0.559,0.070,1.094
925,-0.340,-0.078,0.977
